Date,Close
2023-08-15 14:00:00+00:00,20.79
2023-08-15 15:00:00+00:00,20.715
2023-08-15 16:00:00+00:00,20.695
2023-08-15 17:00:00+00:00,20.715
2023-08-15 18:00:00+00:00,20.685
2023-08-15 19:00:00+00:00,20.67
2023-08-16 14:00:00+00:00,20.765
2023-08-16 15:00:00+00:00,20.7
2023-08-16 16:00:00+00:00,20.625
2023-08-16 17:00:00+00:00,20.62
2023-08-16 18:00:00+00:00,20.625
2023-08-16 19:00:00+00:00,20.555
2023-08-17 14:00:00+00:00,20.82
2023-08-17 15:00:00+00:00,20.79
2023-08-17 16:00:00+00:00,20.8
2023-08-17 17:00:00+00:00,20.745
2023-08-17 18:00:00+00:00,20.73
2023-08-17 19:00:00+00:00,20.805
2023-08-18 14:00:00+00:00,20.865
2023-08-18 15:00:00+00:00,20.86
2023-08-18 16:00:00+00:00,20.86
2023-08-18 17:00:00+00:00,20.835
2023-08-18 18:00:00+00:00,20.84
2023-08-18 19:00:00+00:00,20.865
2023-08-21 14:00:00+00:00,21.085
2023-08-21 15:00:00+00:00,21.225
2023-08-21 16:00:00+00:00,21.315
2023-08-21 17:00:00+00:00,21.355
2023-08-21 18:00:00+00:00,21.36
2023-08-21 19:00:00+00:00,21.355
2023-08-22 14:00:00+00:00,21.395
2023-08-22 15:00:00+00:00,21.455
2023-08-22 16:00:00+00:00,21.435
2023-08-22 17:00:00+00:00,21.475
2023-08-22 18:00:00+00:00,21.475
2023-08-22 19:00:00+00:00,21.465
2023-08-23 14:00:00+00:00,22.195
2023-08-23 15:00:00+00:00,22.265
2023-08-23 16:00:00+00:00,22.28
2023-08-23 17:00:00+00:00,22.325
2023-08-23 18:00:00+00:00,22.295
2023-08-23 19:00:00+00:00,22.28
2023-08-24 14:00:00+00:00,22.225
2023-08-24 15:00:00+00:00,22.185
2023-08-24 16:00:00+00:00,22.145
2023-08-24 17:00:00+00:00,22.12
2023-08-24 18:00:00+00:00,22.125
2023-08-24 19:00:00+00:00,22.115
2023-08-25 14:00:00+00:00,21.995
2023-08-25 15:00:00+00:00,22.08
2023-08-25 16:00:00+00:00,22.125
2023-08-25 17:00:00+00:00,22.2
2023-08-25 18:00:00+00:00,22.22
2023-08-25 19:00:00+00:00,22.22
2023-08-28 14:00:00+00:00,22.265
2023-08-28 15:00:00+00:00,22.315
2023-08-28 16:00:00+00:00,22.265
2023-08-28 17:00:00+00:00,22.215
2023-08-28 18:00:00+00:00,22.215
2023-08-28 19:00:00+00:00,22.22
2023-08-29 14:00:00+00:00,22.615
2023-08-29 15:00:00+00:00,22.705
2023-08-29 16:00:00+00:00,22.665
2023-08-29 17:00:00+00:00,22.665
2023-08-29 18:00:00+00:00,22.65
2023-08-29 19:00:00+00:00,22.715
2023-08-30 14:00:00+00:00,22.735
2023-08-30 15:00:00+00:00,22.615
2023-08-30 16:00:00+00:00,22.635
2023-08-30 17:00:00+00:00,22.565
2023-08-30 18:00:00+00:00,22.575
2023-08-30 19:00:00+00:00,22.56
2023-08-31 14:00:00+00:00,22.495
2023-08-31 15:00:00+00:00,22.395
2023-08-31 16:00:00+00:00,22.41
2023-08-31 17:00:00+00:00,22.395
2023-08-31 18:00:00+00:00,22.425
2023-08-31 19:00:00+00:00,22.4
2023-09-01 14:00:00+00:00,22.26
2023-09-01 15:00:00+00:00,22.21
2023-09-01 16:00:00+00:00,22.2
2023-09-01 17:00:00+00:00,22.2
2023-09-01 18:00:00+00:00,22.185
2023-09-01 19:00:00+00:00,22.17
2023-09-04 14:00:00+00:00,22.17
2023-09-04 15:00:00+00:00,22.17
2023-09-04 16:00:00+00:00,22.17
2023-09-04 17:00:00+00:00,22.17
2023-09-04 18:00:00+00:00,22.17
2023-09-04 19:00:00+00:00,22.17
2023-09-05 14:00:00+00:00,21.785
2023-09-05 15:00:00+00:00,21.63
2023-09-05 16:00:00+00:00,21.615
2023-09-05 17:00:00+00:00,21.565
2023-09-05 18:00:00+00:00,21.585
2023-09-05 19:00:00+00:00,21.59
2023-09-06 14:00:00+00:00,21.13
2023-09-06 15:00:00+00:00,21.185
2023-09-06 16:00:00+00:00,21.265
2023-09-06 17:00:00+00:00,21.25
2023-09-06 18:00:00+00:00,21.245
2023-09-06 19:00:00+00:00,21.245
2023-09-07 14:00:00+00:00,21.05
2023-09-07 15:00:00+00:00,21.095
2023-09-07 16:00:00+00:00,21.03
2023-09-07 17:00:00+00:00,21.055
2023-09-07 18:00:00+00:00,21.095
2023-09-07 19:00:00+00:00,21.06
2023-09-08 14:00:00+00:00,21.105
2023-09-08 15:00:00+00:00,21.03
2023-09-08 16:00:00+00:00,20.995
2023-09-08 17:00:00+00:00,21.025
2023-09-08 18:00:00+00:00,21.005
2023-09-08 19:00:00+00:00,21.015
2023-09-11 14:00:00+00:00,21.08
2023-09-11 15:00:00+00:00,21.11
2023-09-11 16:00:00+00:00,21.165
2023-09-11 17:00:00+00:00,21.155
2023-09-11 18:00:00+00:00,21.15
2023-09-11 19:00:00+00:00,21.17
2023-09-12 14:00:00+00:00,21.105
2023-09-12 15:00:00+00:00,21.135
2023-09-12 16:00:00+00:00,21.16
2023-09-12 17:00:00+00:00,21.16
2023-09-12 18:00:00+00:00,21.165
2023-09-12 19:00:00+00:00,21.135
2023-09-13 14:00:00+00:00,21.025
2023-09-13 15:00:00+00:00,20.975
2023-09-13 16:00:00+00:00,20.94
2023-09-13 17:00:00+00:00,20.95
2023-09-13 18:00:00+00:00,20.925
2023-09-13 19:00:00+00:00,20.94
2023-09-14 14:00:00+00:00,20.725
2023-09-14 15:00:00+00:00,20.695
2023-09-14 16:00:00+00:00,20.835
2023-09-14 17:00:00+00:00,20.745
2023-09-14 18:00:00+00:00,20.705
2023-09-14 19:00:00+00:00,20.73
2023-09-15 14:00:00+00:00,21.275
2023-09-15 15:00:00+00:00,21.245
2023-09-15 16:00:00+00:00,21.195
2023-09-15 17:00:00+00:00,21.155
2023-09-15 18:00:00+00:00,21.155
2023-09-15 19:00:00+00:00,21.1
2023-09-18 14:00:00+00:00,21.125
2023-09-18 15:00:00+00:00,21.225
2023-09-18 16:00:00+00:00,21.265
2023-09-18 17:00:00+00:00,21.275
2023-09-18 18:00:00+00:00,21.275
2023-09-18 19:00:00+00:00,21.31
2023-09-19 14:00:00+00:00,21.255
2023-09-19 15:00:00+00:00,21.245
2023-09-19 16:00:00+00:00,21.235
2023-09-19 17:00:00+00:00,21.26
2023-09-19 18:00:00+00:00,21.265
2023-09-19 19:00:00+00:00,21.28
2023-09-20 14:00:00+00:00,21.555
2023-09-20 15:00:00+00:00,21.55
2023-09-20 16:00:00+00:00,21.625
2023-09-20 17:00:00+00:00,21.585
2023-09-20 18:00:00+00:00,21.465
2023-09-20 19:00:00+00:00,21.35
2023-09-21 14:00:00+00:00,21.395
2023-09-21 15:00:00+00:00,21.37
2023-09-21 16:00:00+00:00,21.45
2023-09-21 17:00:00+00:00,21.505
2023-09-21 18:00:00+00:00,21.47
2023-09-21 19:00:00+00:00,21.45
2023-09-22 14:00:00+00:00,21.71
2023-09-22 15:00:00+00:00,21.62
2023-09-22 16:00:00+00:00,21.595
2023-09-22 17:00:00+00:00,21.575
2023-09-22 18:00:00+00:00,21.585
2023-09-22 19:00:00+00:00,21.585
2023-09-25 14:00:00+00:00,21.175
2023-09-25 15:00:00+00:00,21.205
2023-09-25 16:00:00+00:00,21.185
2023-09-25 17:00:00+00:00,21.175
2023-09-25 18:00:00+00:00,21.19
2023-09-25 19:00:00+00:00,21.2
2023-09-26 14:00:00+00:00,21.075
2023-09-26 15:00:00+00:00,21.0
2023-09-26 16:00:00+00:00,21.015
2023-09-26 17:00:00+00:00,21.01
2023-09-26 18:00:00+00:00,20.975
2023-09-26 19:00:00+00:00,20.96
2023-09-27 14:00:00+00:00,20.745
2023-09-27 15:00:00+00:00,20.73
2023-09-27 16:00:00+00:00,20.655
2023-09-27 17:00:00+00:00,20.61
2023-09-27 18:00:00+00:00,20.69
2023-09-27 19:00:00+00:00,20.7
2023-09-28 14:00:00+00:00,20.735
2023-09-28 15:00:00+00:00,20.68
2023-09-28 16:00:00+00:00,20.645
2023-09-28 17:00:00+00:00,20.62
2023-09-28 18:00:00+00:00,20.715
2023-09-28 19:00:00+00:00,20.74
2023-09-29 14:00:00+00:00,20.78
2023-09-29 15:00:00+00:00,20.475
2023-09-29 16:00:00+00:00,20.465
2023-09-29 17:00:00+00:00,20.35
2023-09-29 18:00:00+00:00,20.35
2023-09-29 19:00:00+00:00,20.335
2023-10-02 14:00:00+00:00,19.535
2023-10-02 15:00:00+00:00,19.535
2023-10-02 16:00:00+00:00,19.465
2023-10-02 17:00:00+00:00,19.455
2023-10-02 18:00:00+00:00,19.435
2023-10-02 19:00:00+00:00,19.42
2023-10-03 14:00:00+00:00,19.405
2023-10-03 15:00:00+00:00,19.455
2023-10-03 16:00:00+00:00,19.42
2023-10-03 17:00:00+00:00,19.41
2023-10-03 18:00:00+00:00,19.405
2023-10-03 19:00:00+00:00,19.44
2023-10-04 14:00:00+00:00,19.02
2023-10-04 15:00:00+00:00,19.24
2023-10-04 16:00:00+00:00,19.245
2023-10-04 17:00:00+00:00,19.145
2023-10-04 18:00:00+00:00,19.13
2023-10-04 19:00:00+00:00,19.31
2023-10-05 14:00:00+00:00,19.16
2023-10-05 15:00:00+00:00,19.015
2023-10-05 16:00:00+00:00,19.13
2023-10-05 17:00:00+00:00,19.175
2023-10-05 18:00:00+00:00,19.195
2023-10-05 19:00:00+00:00,19.24
2023-10-06 14:00:00+00:00,19.535
2023-10-06 15:00:00+00:00,19.76
2023-10-06 16:00:00+00:00,19.71
2023-10-06 17:00:00+00:00,19.765
2023-10-06 18:00:00+00:00,19.765
2023-10-06 19:00:00+00:00,19.73
2023-10-09 14:00:00+00:00,19.975
2023-10-09 15:00:00+00:00,19.975
2023-10-09 16:00:00+00:00,19.93
2023-10-09 17:00:00+00:00,20.02
2023-10-09 18:00:00+00:00,20.02
2023-10-09 19:00:00+00:00,20.07
2023-10-10 14:00:00+00:00,20.01
2023-10-10 15:00:00+00:00,20.055
2023-10-10 16:00:00+00:00,20.04
2023-10-10 17:00:00+00:00,19.925
2023-10-10 18:00:00+00:00,19.945
2023-10-10 19:00:00+00:00,19.98
2023-10-11 14:00:00+00:00,20.165
2023-10-11 15:00:00+00:00,20.155
2023-10-11 16:00:00+00:00,20.155
2023-10-11 17:00:00+00:00,20.14
2023-10-11 18:00:00+00:00,20.165
2023-10-11 19:00:00+00:00,20.17
2023-10-12 14:00:00+00:00,20.02
2023-10-12 15:00:00+00:00,20.03
2023-10-12 16:00:00+00:00,20.02
2023-10-12 17:00:00+00:00,19.965
2023-10-12 18:00:00+00:00,19.975
2023-10-12 19:00:00+00:00,19.97
2023-10-13 14:00:00+00:00,20.755
2023-10-13 15:00:00+00:00,20.825
